success,formasi_id,pendidikan_nm,pendidikan_count
True,8a01869291548667019154dcf9656d88,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,9
True,8a01869291548667019154e2392b7773,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,9
True,8a01869291548667019154f1b108159b,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,9
True,8a0384b491502874019153c2663809f6,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,9
True,0317849f-1aa7-4a8f-ad46-f15bd98515ff,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 TEKNOLOGI INFORMASI / S-1 ILMU KOMPUTER,6
True,8a0186c79158f6d40191590774700bdf,D-IV TEKNOLOGI REKAYASA KOMPUTER JARINGAN / D-IV KEAMANAN SISTEM INFORMASI / D-IV TEKNOLOGI REKAYASA KOMPUTER / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / D-IV TEKNOLOGI REKAYASA JARINGAN / D-IV TEKNIK INFORMATIKA / S-1 SISTEM INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 REKAYASA KOMPUTER / D-IV REKAYASA KEAMANAN SIBER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI / S-1 TEKNIK ELEKTRO / S-1 INFORMATIKA,15
True,00d1a317-d5ba-4e8d-8804-9feb83e9028e,D-IV TEKNOLOGI REKAYASA JARINGAN / S-1 SISTEM INFORMASI / S-1 REKAYASA KOMPUTER / D-IV TEKNIK INFORMATIKA / D-IV KEAMANAN SISTEM INFORMASI / S-1 TEKNIK ELEKTRO / S-1 TEKNOLOGI INFORMASI / S-1 INFORMATIKA / D-IV TEKNOLOGI REKAYASA KOMPUTER JARINGAN / D-IV TEKNOLOGI REKAYASA KOMPUTER / S-1 TEKNIK KOMPUTER / D-IV REKAYASA KEAMANAN SIBER / S-1 TEKNIK INFORMATIKA / S-1 ILMU KOMPUTER / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK,15
True,001f898b-298e-40b1-a490-03519546709d,D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / D-IV TEKNOLOGI PERMAINAN / D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV KEAMANAN SISTEM INFORMASI / D-IV SISTEM INFORMASI KOTA CERDAS / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / D-IV KECERDASAN BUATAN DAN ROBOTIK / D-IV SISTEM SIBER-FISIK / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 REKAYASA PERANGKAT LUNAK / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 SAINS KOMPUTASI / S-1 REKAYASA SISTEM KOMPUTER / S-1 REKAYASA KOMPUTER / D-IV REKAYASA KEAMANAN SIBER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI / S-1 TEKNIK ELEKTRO / S-1 REKAYASA ELEKTRO,28
True,8a0384b4915028740191515185653cec,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,9
True,7100e56d-0088-4ab5-9c83-ec182341732e,S-1 SAINS KOMPUTASI / D-IV SISTEM INFORMASI KOTA CERDAS / S-1 REKAYASA SISTEM KOMPUTER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI / S-1 REKAYASA PERANGKAT LUNAK / D-IV TEKNIK INFORMATIKA / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / S-1 SISTEM INFORMASI / S-1 SISTEM DAN TEKNOLOGI INFORMASI / D-IV SISTEM SIBER-FISIK / S-1 ILMU INFORMATIKA / D-IV REKAYASA KEAMANAN SIBER / S-1 TEKNIK KOMPUTER / S-1 TEKNIK ELEKTRO / D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / S-1 TEKNIK INFORMATIKA / S-1 ILMU KOMPUTASI / S-1 REKAYASA ELEKTRO / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / D-IV TEKNOLOGI PERMAINAN / S-1 REKAYASA KOMPUTER / D-IV KEAMANAN SISTEM INFORMASI / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / D-IV KECERDASAN BUATAN DAN ROBOTIK,28
True,8a0384c7915b4c4c01915e008e521470,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,7
True,b123d48f-fcbb-423a-a624-6d4f95f21abe,D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / D-IV TEKNOLOGI PERMAINAN / D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV KEAMANAN SISTEM INFORMASI / D-IV SISTEM INFORMASI KOTA CERDAS / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / D-IV KECERDASAN BUATAN DAN ROBOTIK / D-IV SISTEM SIBER-FISIK / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 REKAYASA PERANGKAT LUNAK / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 SAINS KOMPUTASI / S-1 REKAYASA SISTEM KOMPUTER / S-1 REKAYASA KOMPUTER / D-IV REKAYASA KEAMANAN SIBER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI / S-1 TEKNIK ELEKTRO / S-1 REKAYASA ELEKTRO,28
True,e262d0e6-8757-4b6a-88ea-391672752e36,D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / D-IV TEKNOLOGI PERMAINAN / D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV KEAMANAN SISTEM INFORMASI / D-IV SISTEM INFORMASI KOTA CERDAS / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / D-IV KECERDASAN BUATAN DAN ROBOTIK / D-IV SISTEM SIBER-FISIK / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 REKAYASA PERANGKAT LUNAK / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 SAINS KOMPUTASI / S-1 REKAYASA SISTEM KOMPUTER / S-1 REKAYASA KOMPUTER / D-IV REKAYASA KEAMANAN SIBER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI / S-1 TEKNIK ELEKTRO / S-1 REKAYASA ELEKTRO,28
True,4704ce7d-139b-4d8f-8d71-356561298f62,S-1 TEKNIK KOMPUTER / S-1 TEKNOLOGI INFORMASI / D-IV SISTEM INFORMASI / S-1 ILMU KOMPUTER / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 TEKNIK INFORMATIKA,9
True,71d8617a-04f9-4c57-9785-b9f27e55728b,D-IV SISTEM INFORMASI KOTA CERDAS / S-1 SAINS KOMPUTASI / D-IV KECERDASAN BUATAN DAN ROBOTIK / S-1 REKAYASA ELEKTRO / S-1 TEKNOLOGI INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 ILMU KOMPUTASI / S-1 TEKNIK KOMPUTER / S-1 REKAYASA KOMPUTER / D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / S-1 SISTEM DAN TEKNOLOGI INFORMASI / D-IV TEKNOLOGI PERMAINAN / D-IV KEAMANAN SISTEM INFORMASI / S-1 ILMU KOMPUTER / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / D-IV SISTEM SIBER-FISIK / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / S-1 TEKNIK ELEKTRO / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / S-1 REKAYASA SISTEM KOMPUTER / S-1 SISTEM INFORMASI / D-IV TEKNIK INFORMATIKA / D-IV REKAYASA KEAMANAN SIBER / S-1 REKAYASA PERANGKAT LUNAK / S-1 ILMU INFORMATIKA,28
True,8d761af6-6058-4178-b726-d366e7fe0a9a,D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / S-1 TEKNIK ELEKTRO / S-1 REKAYASA KOMPUTER / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / S-1 ILMU KOMPUTASI / S-1 TEKNIK KOMPUTER / S-1 ILMU INFORMATIKA / D-IV TEKNIK INFORMATIKA / S-1 SISTEM INFORMASI / S-1 REKAYASA SISTEM KOMPUTER / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / S-1 ILMU KOMPUTER / S-1 TEKNIK INFORMATIKA / S-1 REKAYASA PERANGKAT LUNAK / S-1 SAINS KOMPUTASI / D-IV SISTEM INFORMASI KOTA CERDAS / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / D-IV REKAYASA KEAMANAN SIBER / D-IV SISTEM SIBER-FISIK / D-IV KEAMANAN SISTEM INFORMASI / D-IV TEKNOLOGI PERMAINAN / D-IV KECERDASAN BUATAN DAN ROBOTIK / S-1 REKAYASA ELEKTRO / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 TEKNOLOGI INFORMASI,28
True,af8083dd-63f2-4f2c-97bf-ebfd39ce983b,D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / D-IV TEKNOLOGI PERMAINAN / D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV KEAMANAN SISTEM INFORMASI / D-IV SISTEM INFORMASI KOTA CERDAS / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / D-IV KECERDASAN BUATAN DAN ROBOTIK / D-IV SISTEM SIBER-FISIK / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 ILMU INFORMATIKA / S-1 REKAYASA PERANGKAT LUNAK / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTASI / S-1 SAINS KOMPUTASI / S-1 REKAYASA SISTEM KOMPUTER / S-1 REKAYASA KOMPUTER / D-IV REKAYASA KEAMANAN SIBER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI / S-1 TEKNIK ELEKTRO / S-1 REKAYASA ELEKTRO,28
True,c5bb2099-7c71-42d5-93d1-c4e39163f33d,D-IV SISTEM INFORMASI KOTA CERDAS / S-1 ILMU INFORMATIKA / D-IV TEKNOLOGI REKAYASA MULTIMEDIA / D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS / S-1 REKAYASA SISTEM KOMPUTER / S-1 SISTEM INFORMASI / S-1 TEKNIK ELEKTRO / D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS / S-1 TEKNIK KOMPUTER / D-IV REKAYASA KEAMANAN SIBER / D-IV TEKNIK INFORMATIKA / D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF / S-1 REKAYASA PERANGKAT LUNAK / S-1 TEKNIK INFORMATIKA / S-1 ILMU KOMPUTER / D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS / S-1 TEKNOLOGI INFORMASI / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 REKAYASA KOMPUTER / D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK / S-1 REKAYASA ELEKTRO / S-1 SAINS KOMPUTASI / D-IV KEAMANAN SISTEM INFORMASI / D-IV KECERDASAN BUATAN DAN ROBOTIK / D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN / D-IV TEKNOLOGI PERMAINAN / S-1 ILMU KOMPUTASI / D-IV SISTEM SIBER-FISIK,28
True,8a0384c7915b4c4c01915e00dc12147f,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,7
True,8a0186cc9159ace5019159deccc31a97,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,7
True,8a0186cc9159ace5019159df4b841aed,S-1 TEKNOLOGI INFORMASI / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / D-IV TEKNIK INFORMATIKA / S-1 ILMU KOMPUTER / S-1 SISTEM INFORMASI,7
True,8a0186cc9159ace5019159df912f1b30,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,7
True,8a0186cc9159ace5019159dfeb911b5e,D-IV TEKNIK INFORMATIKA / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 SISTEM INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 TEKNIK KOMPUTER / S-1 ILMU KOMPUTER / S-1 TEKNOLOGI INFORMASI,7
True,8a0384c7915b4c4c01915e01446614a6,S-1 ILMU KOMPUTER / S-1 TEKNIK KOMPUTER / S-1 TEKNIK INFORMATIKA / S-1 SISTEM INFORMASI / S-1 SISTEM DAN TEKNOLOGI INFORMASI / D-IV TEKNIK INFORMATIKA / S-1 TEKNOLOGI INFORMASI,7
True,8a01869291548667019154fe24df2b8b,D-IV HUKUM / S-1 SISTEM INFORMASI / D-IV PERENCANAAN WILAYAH / S-1 TEKNIK KOMPUTER / D-IV PERENCANAAN WILAYAH DAN KOTA / D-IV MANAJEMEN KOMUNIKASI / D-IV TEKNIK GEODESI DAN LINGKUNGAN / S-1 ILMU EKONOMI DAN STUDI PEMBANGUNAN / S-1 KOMUNIKASI MASSA / D-IV TEKNIK INFORMATIKA / D-IV KOMUNIKASI MASSA / D-IV SISTEM INFORMASI / S-1 MANAJEMEN KOMUNIKASI / D-IV MANAJEMEN / S-1 PEMBANGUNAN WILAYAH / D-IV ILMU ADMINISTRASI NEGARA / S-1 KOMUNIKASI PEMBANGUNAN / D-IV EKONOMI PERTANIAN DAN AGRIBISNIS / D-IV SOSIOLOGI / D-IV TEKNIK GEODESI / S-1 ILMU ADMINISTRASI NEGARA / D-IV ILMU ADMINISTRASI PUBLIK / D-IV SISTEM KOMPUTER / S-1 ILMU KOMUNIKASI / S-1 PENGEMBANGAN WILAYAH DAN KOTA / S-1 AGROBISNIS / S-1 KOMUNIKASI HUBUNGAN MASYARAKAT / D-IV PEMBANGUNAN WILAYAH / D-IV PERTANAHAN / S-1 MANAJEMEN / D-IV SOSIAL EKONOMI PERTANIAN / S-1 PLANOLOGI / S-1 AKUNTANSI / S-1 PERENCANAAN WILAYAH DAN KOTA / D-IV EKONOMI PEMBANGUNAN / S-1 AGRIBISNIS / D-IV KARTOGRAFI DAN PENGINDERAAN JAUH / S-1 EKONOMI SUMBER DAYA DAN LINGKUNGAN / S-1 TEKNIK GEODESI / D-IV KOMUNIKASI PEMBANGUNAN / D-IV STATISTIK / S-1 EKONOMI PERTANIAN DAN AGRIBISNIS / S-1 PERTANAHAN / D-IV MANAJEMEN DAN KEBIJAKAN PUBLIK / S-1 GEOGRAFI / D-IV TEKNIK KOMPUTER / D-IV ILMU KOMUNIKASI / S-1 PERENCANAAN WILAYAH / S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK / D-IV TEKNIK GEOMATIKA / D-IV PLANOLOGI / D-IV PENGEMBANGAN WILAYAH DAN KOTA / D-IV AGRIBISNIS / D-IV AKUNTANSI / S-1 ILMU HUKUM / D-IV EKONOMI SUMBER DAYA DAN LINGKUNGAN / S-1 TEKNIK INFORMATIKA / S-1 ILMU ADMINISTRASI PUBLIK / D-IV ILMU EKONOMI DAN STUDI PEMBANGUNAN / D-IV GEOGRAFI LINGKUNGAN / S-1 GEOGRAFI DAN ILMU LINGKUNGAN / S-1 STATISTIK / S-1 SISTEM KOMPUTER / S-1 TEKNIK GEODESI DAN LINGKUNGAN / D-IV GEOGRAFI / S-1 SOSIAL EKONOMI PERTANIAN / S-1 MANAJEMEN MEDIA DAN KOMUNIKASI / S-1 EKONOMI PEMBANGUNAN / S-1 TEKNIK GEOMATIKA / S-1 GEOGRAFI LINGKUNGAN / D-IV MANAJEMEN MEDIA DAN KOMUNIKASI / S-1 SOSIOLOGI / D-IV KOMUNIKASI HUBUNGAN MASYARAKAT / D-IV GEOGRAFI DAN ILMU LINGKUNGAN,74
True,c2ec5941-b51d-42e7-9e31-fe47b02f585b,S-1 TEKNOLOGI INFORMASI / S-1 TEKNIK KOMPUTER / D-IV TEKNIK INFORMATIKA / D-IV SISTEM INFORMASI / S-1 ILMU KOMPUTER / S-1 SISTEM DAN TEKNOLOGI INFORMASI / S-1 TEKNIK INFORMATIKA / S-1 ILMU INFORMATIKA / S-1 SISTEM INFORMASI,9
True,8a01869291548667019155008c562f78,D-IV MANAJEMEN / D-IV ILMU EKONOMI DAN STUDI PEMBANGUNAN / D-IV ILMU KOMUNIKASI / D-IV HUKUM / D-IV TEKNIK KOMPUTER / D-IV GEOGRAFI / D-IV EKONOMI PEMBANGUNAN / D-IV TEKNIK GEODESI / D-IV AGRIBISNIS / D-IV PERTANAHAN / D-IV PLANOLOGI / D-IV PERENCANAAN WILAYAH DAN KOTA / D-IV STATISTIK / D-IV KOMUNIKASI MASSA / D-IV GEOGRAFI LINGKUNGAN / D-IV EKONOMI PERTANIAN DAN AGRIBISNIS / D-IV KARTOGRAFI DAN PENGINDERAAN JAUH / D-IV MANAJEMEN MEDIA DAN KOMUNIKASI / D-IV KOMUNIKASI PEMBANGUNAN / S-1 AGROBISNIS / D-IV AKUNTANSI / D-IV SOSIOLOGI / D-IV SISTEM INFORMASI / D-IV MANAJEMEN DAN KEBIJAKAN PUBLIK / D-IV MANAJEMEN KOMUNIKASI / D-IV TEKNIK GEOMATIKA / D-IV ILMU ADMINISTRASI PUBLIK / D-IV SISTEM KOMPUTER / D-IV PEMBANGUNAN WILAYAH / D-IV PERENCANAAN WILAYAH / D-IV SOSIAL EKONOMI PERTANIAN / D-IV EKONOMI SUMBER DAYA DAN LINGKUNGAN / D-IV GEOGRAFI DAN ILMU LINGKUNGAN / D-IV ILMU ADMINISTRASI NEGARA / D-IV PENGEMBANGAN WILAYAH DAN KOTA / D-IV TEKNIK GEODESI DAN LINGKUNGAN / D-IV TEKNIK INFORMATIKA / S-1 GEOGRAFI DAN ILMU LINGKUNGAN / S-1 SISTEM INFORMASI / S-1 EKONOMI SUMBER DAYA DAN LINGKUNGAN / S-1 PERENCANAAN WILAYAH / S-1 TEKNIK GEODESI / S-1 TEKNIK INFORMATIKA / S-1 AKUNTANSI / S-1 MANAJEMEN KOMUNIKASI / S-1 TEKNIK KOMPUTER / S-1 MANAJEMEN / S-1 EKONOMI PERTANIAN DAN AGRIBISNIS / S-1 MANAJEMEN MEDIA DAN KOMUNIKASI / S-1 KOMUNIKASI PEMBANGUNAN / S-1 KOMUNIKASI HUBUNGAN MASYARAKAT / S-1 AGRIBISNIS / S-1 SOSIAL EKONOMI PERTANIAN / S-1 PERENCANAAN WILAYAH DAN KOTA / S-1 TEKNIK GEOMATIKA / S-1 ILMU ADMINISTRASI PUBLIK / S-1 ILMU ADMINISTRASI NEGARA / S-1 SOSIOLOGI / S-1 SISTEM KOMPUTER / S-1 STATISTIK / S-1 ILMU KOMUNIKASI / S-1 KOMUNIKASI MASSA / S-1 GEOGRAFI / S-1 EKONOMI PEMBANGUNAN / S-1 ILMU EKONOMI DAN STUDI PEMBANGUNAN / S-1 PENGEMBANGAN WILAYAH DAN KOTA / S-1 PLANOLOGI / S-1 PERTANAHAN / S-1 PEMBANGUNAN WILAYAH / S-1 ILMU HUKUM / S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK / S-1 TEKNIK GEODESI DAN LINGKUNGAN / S-1 GEOGRAFI LINGKUNGAN / D-IV KOMUNIKASI HUBUNGAN MASYARAKAT,74
